"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Nye","Nye","Nye County","32023","NV","Nevada","38.0423","-116.4719","54344"
"Elko","Elko","Elko County","32007","NV","Nevada","41.1457","-115.3577","54047"
"Washington","Washington","Washington County","51191","VA","Virginia","36.7244","-81.9598","53926"
"Pulaski","Pulaski","Pulaski County","29169","MO","Missouri","37.8246","-92.2076","53894"
"Hoke","Hoke","Hoke County","37093","NC","North Carolina","35.0175","-79.2373","53835"
"Gila","Gila","Gila County","04007","AZ","Arizona","33.7997","-110.8116","53795"
"Worcester","Worcester","Worcester County","24047","MD","Maryland","38.2128","-75.3340","53700"
"Saline","Saline","Saline County","20169","KS","Kansas","38.7838","-97.6500","53668"
"Medina","Medina","Medina County","48325","TX","Texas","29.3557","-99.1101","53547"
"Columbia","Columbia","Columbia County","41009","OR","Oregon","45.9438","-123.0883","53493"
"Kerr","Kerr","Kerr County","48265","TX","Texas","30.0615","-99.3500","53489"
"Washington","Washington","Washington County","40147","OK","Oklahoma","36.7152","-95.9044","53326"
"Boone","Boone","Boone County","17007","IL","Illinois","42.3231","-88.8234","53230"
"Grundy","Grundy","Grundy County","17063","IL","Illinois","41.2851","-88.4185","53219"
"Jackson","Jackson","Jackson County","17077","IL","Illinois","37.7851","-89.3821","53064"
"Jackson","Jackson","Jackson County","01071","AL","Alabama","34.7795","-85.9993","53053"
"Tuscola","Tuscola","Tuscola County","26157","MI","Michigan","43.4641","-83.4167","52980"
"Calumet","Calumet","Calumet County","55015","WI","Wisconsin","44.0816","-88.2181","52942"
"Rusk","Rusk","Rusk County","48401","TX","Texas","32.1077","-94.7618","52842"
"Polk","Polk","Polk County","48373","TX","Texas","30.7927","-94.8300","52800"
"Wilson","Wilson","Wilson County","48493","TX","Texas","29.1740","-98.0866","52781"
"Burnet","Burnet","Burnet County","48053","TX","Texas","30.7884","-98.1823","52652"
"Fulton","Fulton","Fulton County","36035","NY","New York","43.1138","-74.4222","52487"
"Ashland","Ashland","Ashland County","39005","OH","Ohio","40.8460","-82.2707","52256"
"Bedford","Bedford","Bedford County","47003","TN","Tennessee","35.5138","-86.4589","52237"
"Logan","Logan","Logan County","40083","OK","Oklahoma","35.9193","-97.4433","51938"
"Cherokee","Cherokee","Cherokee County","48073","TX","Texas","31.8370","-95.1652","51886"
"Franklin","Franklin","Franklin County","21073","KY","Kentucky","38.2391","-84.8771","51842"
"Queen Anne's","Queen Anne's","Queen Anne's County","24035","MD","Maryland","39.0680","-76.0200","51825"
"Carroll","Carroll","Carroll County","33003","NH","New Hampshire","43.8738","-71.2031","51804"
"Oktibbeha","Oktibbeha","Oktibbeha County","28105","MS","Mississippi","33.4250","-88.8793","51771"
"Grant","Grant","Grant County","55043","WI","Wisconsin","42.8675","-90.7062","51770"
"Darke","Darke","Darke County","39037","OH","Ohio","40.1332","-84.6193","51594"
"Waupaca","Waupaca","Waupaca County","55135","WI","Wisconsin","44.4705","-88.9648","51569"
"Cass","Cass","Cass County","26027","MI","Michigan","41.9154","-85.9935","51520"
"Chambers","Chambers","Chambers County","48071","TX","Texas","29.7384","-94.6100","51498"
"Ogle","Ogle","Ogle County","17141","IL","Illinois","42.0426","-89.3207","51495"
"St. Charles","St. Charles","St. Charles Parish","22089","LA","Louisiana","29.9055","-90.3582","51396"
"Harrisonburg","Harrisonburg","Harrisonburg City","51660","VA","Virginia","38.4362","-78.8735","51392"
"St. Martin","St. Martin","St. Martin Parish","22099","LA","Louisiana","30.1291","-91.6083","51353"
"Wayne","Wayne","Wayne County","42127","PA","Pennsylvania","41.6487","-75.3033","51262"
"Dearborn","Dearborn","Dearborn County","18029","IN","Indiana","39.1452","-84.9732","51094"
"Bonner","Bonner","Bonner County","16017","ID","Idaho","48.3000","-116.6011","51049"
"Atascosa","Atascosa","Atascosa County","48013","TX","Texas","28.8935","-98.5272","51008"
"Lincoln","Lincoln","Lincoln County","41041","OR","Oregon","44.6420","-123.8682","50964"
"Somerset","Somerset","Somerset County","23025","ME","Maine","45.5139","-69.9589","50959"
"Gibson","Gibson","Gibson County","47053","TN","Tennessee","35.9966","-88.9326","50869"
"Newaygo","Newaygo","Newaygo County","26123","MI","Michigan","43.5542","-85.8009","50792"
"Lamar","Lamar","Lamar County","48277","TX","Texas","33.6673","-95.5712","50669"
"Franklin","Franklin","Franklin County","50011","VT","Vermont","44.8576","-72.9131","50638"
"Buffalo","Buffalo","Buffalo County","31019","NE","Nebraska","40.8552","-99.0750","50579"
"Bristol","Bristol","Bristol County","44001","RI","Rhode Island","41.7173","-71.2840","50490"
"Columbus","Columbus","Columbus County","37047","NC","North Carolina","34.2657","-78.6550","50140"
"Henry","Henry","Henry County","51089","VA","Virginia","36.6828","-79.8740","49980"
"Venango","Venango","Venango County","42121","PA","Pennsylvania","41.4010","-79.7580","49801"
"Laurens","Laurens","Laurens County","13175","GA","Georgia","32.4636","-82.9222","49798"
"Winona","Winona","Winona County","27169","MN","Minnesota","43.9869","-91.7792","49779"
"Bingham","Bingham","Bingham County","16011","ID","Idaho","43.2166","-112.3981","49664"
"Fremont","Fremont","Fremont County","08043","CO","Colorado","38.4731","-105.4395","49634"
"Douglas","Douglas","Douglas County","32005","NV","Nevada","38.9123","-119.6162","49623"
"Dale","Dale","Dale County","01045","AL","Alabama","31.4318","-85.6110","49599"
"Montgomery","Montgomery","Montgomery County","36057","NY","New York","42.9023","-74.4397","49528"
"Duplin","Duplin","Duplin County","37061","NC","North Carolina","34.9365","-77.9330","49335"
"Shelby","Shelby","Shelby County","21211","KY","Kentucky","38.2155","-85.1948","49096"
"Le Flore","Le Flore","Le Flore County","40079","OK","Oklahoma","34.9003","-94.7034","49053"
"Knox","Knox","Knox County","17095","IL","Illinois","40.9318","-90.2132","49046"
"Henry","Henry","Henry County","18065","IN","Indiana","39.9311","-85.3964","48970"
"Santa Cruz","Santa Cruz","Santa Cruz County","04023","AZ","Arizona","31.5259","-110.8465","48926"
"Edgecombe","Edgecombe","Edgecombe County","37065","NC","North Carolina","35.9129","-77.5971","48736"
"Caldwell","Caldwell","Caldwell County","48055","TX","Texas","29.8368","-97.6199","48669"
"Henry","Henry","Henry County","17073","IL","Illinois","41.3531","-90.1314","48643"
"Kendall","Kendall","Kendall County","48259","TX","Texas","29.9447","-98.7115","48567"
"Carter","Carter","Carter County","40019","OK","Oklahoma","34.2509","-97.2858","48555"
"Bryan","Bryan","Bryan County","13029","GA","Georgia","32.0145","-81.4436","48263"
"Bryan","Bryan","Bryan County","40013","OK","Oklahoma","33.9623","-96.2598","48253"
"Jackson","Jackson","Jackson County","12063","FL","Florida","30.7954","-85.2155","48250"
"Lincoln","Lincoln","Lincoln Parish","22061","LA","Louisiana","32.6016","-92.6649","48174"
"Stevens","Stevens","Stevens County","53065","WA","Washington","48.3991","-117.8552","48067"
"Goodhue","Goodhue","Goodhue County","27049","MN","Minnesota","44.4097","-92.7229","47943"
"Cherokee","Cherokee","Cherokee County","40021","OK","Oklahoma","35.9067","-94.9997","47942"
"Shelby","Shelby","Shelby County","39149","OH","Ohio","40.3316","-84.2048","47929"
"Boyd","Boyd","Boyd County","21019","KY","Kentucky","38.3596","-82.6878","47911"
"Tioga","Tioga","Tioga County","36107","NY","New York","42.1703","-76.3063","47864"
"St. Mary","St. Mary","St. Mary Parish","22101","LA","Louisiana","29.7207","-91.4486","47828"
"Habersham","Habersham","Habersham County","13137","GA","Georgia","34.6310","-83.5311","47793"
"Val Verde","Val Verde","Val Verde County","48465","TX","Texas","29.8929","-101.1517","47741"
"Monroe","Monroe","Monroe County","47123","TN","Tennessee","35.4427","-84.2527","47695"
"Halifax","Halifax","Halifax County","37083","NC","North Carolina","36.2574","-77.6517","47675"
"Curry","Curry","Curry County","35009","NM","New Mexico","34.5742","-103.3470","47638"
"Nelson","Nelson","Nelson County","21179","KY","Kentucky","37.8052","-85.4660","47606"
"Bedford","Bedford","Bedford County","42009","PA","Pennsylvania","40.0065","-78.4903","47513"
"Noble","Noble","Noble County","18113","IN","Indiana","41.3986","-85.4175","47495"
"Greene","Greene","Greene County","36039","NY","New York","42.2765","-74.1227","47409"
"Crittenden","Crittenden","Crittenden County","05035","AR","Arkansas","35.2057","-90.3078","47266"
"Campbell","Campbell","Campbell County","56005","WY","Wyoming","44.2482","-105.5482","47240"
"Kittitas","Kittitas","Kittitas County","53037","WA","Washington","47.1244","-120.6799","47172"
"Allegany","Allegany","Allegany County","36003","NY","New York","42.2574","-78.0276","47159"
"Vernon","Vernon","Vernon Parish","22115","LA","Louisiana","31.1083","-93.1843","47117"
"Whitman","Whitman","Whitman County","53075","WA","Washington","46.9012","-117.5230","47003"
"Wood","Wood","Wood County","48499","TX","Texas","32.7864","-95.3821","46961"
"Barron","Barron","Barron County","55005","WI","Wisconsin","45.4237","-91.8483","46797"
"Coles","Coles","Coles County","17029","IL","Illinois","39.5203","-88.2217","46777"
"Ravalli","Ravalli","Ravalli County","30081","MT","Montana","46.0817","-114.1207","46727"
"Franklin","Franklin","Franklin County","36033","NY","New York","44.5929","-74.3038","46696"
"Jackson","Jackson","Jackson County","18071","IN","Indiana","38.9064","-86.0375","46660"
"Beltrami","Beltrami","Beltrami County","27007","MN","Minnesota","47.9738","-94.9376","46512"
"Greene","Greene","Greene County","05055","AR","Arkansas","36.1176","-90.5591","46432"
"Chenango","Chenango","Chenango County","36017","NY","New York","42.4935","-75.6116","46321"
"Marshall","Marshall","Marshall County","18099","IN","Indiana","41.3248","-86.2618","46284"
"Clinton","Clinton","Clinton County","19045","IA","Iowa","41.8980","-90.5320","46268"
"Calaveras","Calaveras","Calaveras County","06009","CA","California","38.2046","-120.5541","46248"
"Cortland","Cortland","Cortland County","36023","NY","New York","42.5950","-76.0703","46246"
"Perry","Perry","Perry County","42099","PA","Pennsylvania","40.3984","-77.2623","46239"
"Colquitt","Colquitt","Colquitt County","13071","GA","Georgia","31.1884","-83.7688","46224"
"Monroe","Monroe","Monroe County","55081","WI","Wisconsin","43.9457","-90.6178","46208"
"Hancock","Hancock","Hancock County","28045","MS","Mississippi","30.4165","-89.4890","46167"
"Auglaize","Auglaize","Auglaize County","39011","OH","Ohio","40.5609","-84.2217","46125"
"Logan","Logan","Logan County","39091","OH","Ohio","40.3885","-83.7658","46089"
"Mifflin","Mifflin","Mifflin County","42087","PA","Pennsylvania","40.6104","-77.6170","46041"
"Osage","Osage","Osage County","40113","OK","Oklahoma","36.6292","-96.3985","45997"
"Chilton","Chilton","Chilton County","01021","AL","Alabama","32.8479","-86.7188","45992"
"Windham","Windham","Windham County","50025","VT","Vermont","42.9906","-72.7139","45923"
"Thomas","Thomas","Thomas County","13275","GA","Georgia","30.8637","-83.9193","45777"
"Hillsdale","Hillsdale","Hillsdale County","26059","MI","Michigan","41.8878","-84.5929","45654"
"Polk","Polk","Polk County","55095","WI","Wisconsin","45.4614","-92.4414","45555"
"Dunn","Dunn","Dunn County","55033","WI","Wisconsin","44.9466","-91.8964","45527"
"Charlottesville","Charlottesville","Charlottesville City","51540","VA","Virginia","38.0375","-78.4855","45437"
"Levy","Levy","Levy County","12075","FL","Florida","29.3184","-82.7434","45391"
"Lawrence","Lawrence","Lawrence County","47099","TN","Tennessee","35.2174","-87.3956","45385"
"Suwannee","Suwannee","Suwannee County","12121","FL","Florida","30.1956","-82.9915","45342"
"Branch","Branch","Branch County","26023","MI","Michigan","41.9161","-85.0590","45300"
"Itasca","Itasca","Itasca County","27061","MN","Minnesota","47.5095","-93.6319","45275"
"McClain","McClain","McClain County","40087","OK","Oklahoma","35.0093","-97.4443","45273"
"Shelby","Shelby","Shelby County","18145","IN","Indiana","39.5237","-85.7917","45265"
"Phelps","Phelps","Phelps County","29161","MO","Missouri","37.8772","-91.7923","45194"
"Stokes","Stokes","Stokes County","37169","NC","North Carolina","36.4019","-80.2397","45139"
"Washington","Washington","Washington Parish","22117","LA","Louisiana","30.8533","-90.0405","45120"
"Hopkins","Hopkins","Hopkins County","21107","KY","Kentucky","37.3088","-87.5408","45119"
"Lawrence","Lawrence","Lawrence County","18093","IN","Indiana","38.8412","-86.4834","45102"
"Barren","Barren","Barren County","21009","KY","Kentucky","36.9656","-85.9337","44938"
"Shenandoah","Shenandoah","Shenandoah County","51171","VA","Virginia","38.8583","-78.5709","44925"
"McDowell","McDowell","McDowell County","37111","NC","North Carolina","35.6817","-82.0493","44817"
"Callaway","Callaway","Callaway County","29027","MO","Missouri","38.8355","-91.9260","44741"
"Beaufort","Beaufort","Beaufort County","37013","NC","North Carolina","35.4940","-76.8598","44499"
"Delaware","Delaware","Delaware County","36025","NY","New York","42.1981","-74.9665","44487"
"Madison","Madison","Madison County","39097","OH","Ohio","39.8942","-83.4004","44423"
"St. Bernard","St. Bernard","St. Bernard Parish","22087","LA","Louisiana","29.8691","-89.5549","44419"
"Holmes","Holmes","Holmes County","39075","OH","Ohio","40.5612","-81.9293","44418"
"Douglas","Douglas","Douglas County","53017","WA","Washington","47.7361","-119.6918","44366"
"Macoupin","Macoupin","Macoupin County","17117","IL","Illinois","39.2610","-89.9245","44350"
"Henderson","Henderson","Henderson County","21101","KY","Kentucky","37.7958","-87.5729","44280"
"Douglas","Douglas","Douglas County","55031","WI","Wisconsin","46.4329","-91.9162","44229"
"Davie","Davie","Davie County","37059","NC","North Carolina","35.9291","-80.5445","44122"
"Kandiyohi","Kandiyohi","Kandiyohi County","27067","MN","Minnesota","45.1524","-95.0047","44079"
"Franklin","Franklin","Franklin County","47051","TN","Tennessee","35.1556","-86.0937","43990"
"Jefferson","Jefferson","Jefferson County","42065","PA","Pennsylvania","41.1282","-78.9994","43864"
"Brown","Brown","Brown County","39015","OH","Ohio","38.9338","-83.8673","43845"
"Montrose","Montrose","Montrose County","08085","CO","Colorado","38.4022","-108.2692","43807"
"DeKalb","DeKalb","DeKalb County","18033","IN","Indiana","41.3976","-84.9991","43807"
"Erath","Erath","Erath County","48143","TX","Texas","32.2363","-98.2179","43794"
"Polk","Polk","Polk County","13233","GA","Georgia","34.0018","-85.1881","43785"
"Chesterfield","Chesterfield","Chesterfield County","45025","SC","South Carolina","34.6398","-80.1587","43784"
"Jackson","Jackson","Jackson County","37099","NC","North Carolina","35.2876","-83.1408","43771"
"Stephenson","Stephenson","Stephenson County","17177","IL","Illinois","42.3518","-89.6623","43768"
"Sullivan","Sullivan","Sullivan County","33019","NH","New Hampshire","43.3613","-72.2221","43715"
"Gadsden","Gadsden","Gadsden County","12039","FL","Florida","30.5795","-84.6137","43710"
"Camden","Camden","Camden County","29029","MO","Missouri","38.0270","-92.7660","43667"
"Huntingdon","Huntingdon","Huntingdon County","42061","PA","Pennsylvania","40.4169","-77.9812","43653"
"Baldwin","Baldwin","Baldwin County","13009","GA","Georgia","33.0693","-83.2496","43642"
"Kay","Kay","Kay County","40071","OK","Oklahoma","36.8180","-97.1439","43625"
"Dubois","Dubois","Dubois County","18037","IN","Indiana","38.3643","-86.8798","43614"
"Pittsburg","Pittsburg","Pittsburg County","40121","OK","Oklahoma","34.9239","-95.7484","43561"
"Oconee","Oconee","Oconee County","13219","GA","Georgia","33.8350","-83.4371","43551"
"Stephens","Stephens","Stephens County","40137","OK","Oklahoma","34.4856","-97.8515","43551"
"Highland","Highland","Highland County","39071","OH","Ohio","39.1847","-83.6010","43517"
"Siskiyou","Siskiyou","Siskiyou County","06093","CA","California","41.5927","-122.5404","43466"
"Okanogan","Okanogan","Okanogan County","53047","WA","Washington","48.5488","-119.7408","43425"
"Pettis","Pettis","Pettis County","29159","MO","Missouri","38.7283","-93.2851","43397"
